nama,lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
Rumah Siap Huni Dalam Komplek Di Ringroad,"Medan Sunggal, Medan","Rp 1,4 Miliar",Rumah,4,4,2,149 m²,160 m²
"Rumah 2 Lantai Lokasi Strategis Medan Johor di jln eka suka, Medan Johor","Medan Johor, Medan",Rp 898 Juta,Rumah,3,3,1,90 m²,115 m²
Rumah Full Furnished Dalam Komplek Di Gaperta Rumah,"Medan Helvetia, Medan",Rp 550 Juta,Rumah,2,1,1,72 m²,60 m²
Rumah 2 Lantai Cuma 600 Jutaan Simpang Selayang Rumah,"Medan Selayang, Medan",Rp 658 Juta,Rumah,3,2,1,96 m²,90 m²
"Rumah Murah Dekat Mercy Di Johor di jln karya wisata, Medan Johor","Medan Johor, Medan",Rp 395 Juta,Rumah,2,1,1,102 m²,50 m²
Dijual Cepat Ruko Gandeng Manchester Medan,"Medan Timur, Medan","Rp 4,2 Miliar Total",Ruko,,6,,192 m²,448 m²
Dijual Apartemen Bagus Dan Baru Vasaka Reiz Condo,"Medan Barat, Medan","Rp 1,75 Miliar",Apartemen,2,2,,,100 m²
Apartemen Podomoro City Murah Kondisi Baru Dan Terawat Siap Huni,"Medan Barat, Medan","Rp 3,75 Miliar",Apartemen,2,2,,,101 m²
Dijual Villa Sentosa Park Sunggal,"Medan Sunggal, Medan","Rp 2,4 Miliar",Rumah,4,3,1,72 m²,165 m²
"Dijual Rumah 3 Lantai Jalan Rahayu Baru, Bantan, Medan Tembung","Medan Tembung, Medan",Rp 688 Juta,Rumah,3,2,,60 m²,130 m²
Apartemen 2 Kamar Tidur Furnished Bagus,"Medan Deli, Medan","Rp 1,75 Miliar",Apartemen,2,1,,,59 m²
"Rumah Siap Huni Dekat Prsu Gatot Subroto di jln gatot subroto, Medan Helvetia","Medan Helvetia, Medan",Rp 490 Juta,Rumah,2,2,1,100 m²,60 m²
"Rumah Murah Dekat Sekolah Harapan 3 Johor di jln karya wisata, Medan Johor","Medan Johor, Medan",Rp 395 Juta,Rumah,2,1,1,102 m²,50 m²
"Dijual Cepat Rumah Dalam Komplek Waikiki Flamboyan di jln flamboyan, Medan Selayang","Medan Selayang, Medan",Rp 575 Juta,Rumah,3,1,1,128 m²,70 m²
"Rumah Konsep Attic Medan Timur di Jl. Pelita IV No.4, Sidorame Barat Ii, Medan Perjuangan, Kota Medan, Sumatera Utara, Indonesia, 20236, Medan Timur","Medan Timur, Medan",Rp 858 Juta,Rumah,3,3,1,60 m²,100 m²
Rumah Cantik Siap Huni Daerah Medan Baru,"Medan Baru, Medan",Rp 950 Juta,Rumah,3,2,1,72 m²,100 m²
APARTMENT PODOMORO LINCOLN MEDAN BARAT,"Medan Barat, Medan",Rp 975 Juta,Apartemen,1,1,,,42 m²
RUKO GANDENG JUMBO SEI KERA MEDAN PERJUANGAN,"Medan Perjuangan, Medan","Rp 3,3 Miliar Total",Ruko,,2,,360 m²,280 m²
ruko gandeng jalan Turi,"Medan Kota, Medan","Rp 2,2 Miliar Total",Ruko,,2,,160 m²,304 m²
RUKO JUMBO JALAN TONGKOL MEDAN AREA,"Medan Area, Medan",Rp 950 Juta Total,Ruko,,4,,102 m²,231 m²
Ruko Bisnis Rp. 800jt (Ruko Gandeng Rp. 1.6M Nego),"Marelan, Medan",Rp 800 Juta Total,Ruko,,3,,120 m²,120 m²
Dijual RUKO MULTATULI 4 Lt cakep Daerah MEDAN,"Medan Kota, Medan",Rp 3 Miliar Total,Ruko,,4,,64 m²,200 m²
RUKO GAGAK HITAM SIMPANG SUNGGAL MEDAN SUNGGAL,"Medan Sunggal, Medan",Rp 2 Miliar Total,Ruko,,3,,76 m²,228 m²
Dijual Aprtemen podomoro 2br full furnished,"Medan Deli, Medan","Rp 1,5 Miliar",Apartemen,2,1,,,56 m²
Jual Type 2 Bedroom Apartment Podomoro City Deli Medan Jalan Putri Hijau - Guru Patimpus - Medan Full Furnished,"Medan Barat, Medan","Rp 1,46 Miliar",Apartemen,2,1,,,56 m²
"Ruko Murah Aset Mandiri, Medan, Sumatera Utara","Medan Sunggal, Medan","Rp 1,79 Miliar Total",Ruko,,5,,232 m²,372 m²
Rumah Jalan Bakti Luhur Komplek Millenium Townhouse 2 Helvetia,"Medan Helvetia, Medan",Rp 675 Juta,Rumah,3,2,1,68 m²,120 m²
Rumah Siap Huni Komplek Millenium Townhouse 2 Jalan Bakti Luhur,"Medan Helvetia, Medan",Rp 675 Juta,Rumah,3,2,1,68 m²,120 m²
Rumah Millenium Townhouse 1 Jalan Bakti Luhur Daerah Helvetia,"Medan Helvetia, Medan",Rp 650 Juta,Rumah,3,2,1,60 m²,96 m²
Dijual Rumah Komplek Millenium Townhouse 1 Jalan Bakti Luhur,"Medan Helvetia, Medan",Rp 650 Juta,Rumah,3,2,1,60 m²,96 m²
DIJUAL RUMAH JALAN FLAMBOYAN RAYA PERUMAHAN GOLDEN ESTATE,"Medan Tuntungan, Medan",Rp 575 Juta,Rumah,2,2,,70 m²,90 m²
TOWNHOUSE GANDENG JALAN BHAYANGKARA I KOMPLEK BHAYANGKARA NODIGON,"Medan Tembung, Medan",Rp 650 Juta,Rumah,,,,38 m²,132 m²
DIJUAL RUMAH JALAN IMAM PERUMAHAN GAPERTA HARMONI,"Medan Helvetia, Medan",Rp 900 Juta,Rumah,3,2,,90 m²,180 m²
TOWNHOUSE JALAN BRIGJEND KATAMSO KOMPLEK PERMATA RESIDENCE,"Medan Johor, Medan",Rp 980 Juta,Rumah,2,,,64 m²,180 m²
Dijual Villa Komplek Taman Polonia 5 Medan,"Medan Polonia, Medan","Rp 8,2 Miliar",Rumah,5,5,3,315 m²,550 m²
DIJUAL RUKO JALAN MARELAN RAYA,"Medan Marelan, Medan","Rp 2,5 Miliar Total",Ruko,,3,,108 m²,322 m²
RUKO JALAN AKSARA,"Medan Tembung, Medan","Rp 1,65 Miliar Total",Ruko,,3,,72 m²,236 m²
DIJUAL RUKO JALAN MARELAN RAYA,"Medan Marelan, Medan","Rp 1,7 Miliar Total",Ruko,,3,,116 m²,260 m²
DIJUAL RUKO JALAN MARELAN RAYA,"Medan Marelan, Medan","Rp 1,7 Miliar",Ruko,,3,,116 m²,260 m²
"Rumah Bagus Lebar 7m Kaplingan Besar Murah di Komplek Pemda, Tanjung Sari, Medan Selayang","Medan Selayang, Medan",Rp 650 Juta,Rumah,3,2,1,140 m²,70 m²
"Rumah Murah Bagus hanya 300 jutaan di Pajak Melati, Medan Tuntungan","Medan Tuntungan, Medan",Rp 348 Juta,Rumah,2,1,1,72 m²,48 m²
RUKO JALAN GUUNG KRAKATAU,"Medan Timur, Medan","Rp 2,3 Miliar Total",Ruko,,5,,91 m²,318 m²
"Rumah Mewah Eksklusif Dekat Mall Ring Road City Walk, FREE PAJAK, GRATIS Kanopi, GRATIS Taman, GRATIS Railing Balkon di Ringroad, Medan Selayang","Medan Selayang, Medan",Rp 988 Juta,Rumah,3,3,2,78 m²,120 m²
"Rumah Cantik Mewah dalam Komplek Elite di Jl. Flamboyan I, Medan Selayang","Medan Selayang, Medan","Rp 1,27 Miliar",Rumah,3,3,1,112 m²,126 m²
Villa Katamso,"Medan Maimun, Medan",Rp 750 Juta,Rumah,3,2,,180 m²,142 m²
Rumah Murah Bagus 1/2 Lantai Di Padang Bulan,"Medan Selayang, Medan",Rp 775 Juta,Rumah,3,3,1,96 m²,90 m²
Dijual Ruko Di Jln Sutomo Medan,"Medan Kota, Medan",Rp 4 Miliar Total,Ruko,,2,,103 m²,200 m²
"Rumah Murah Aset Mandiri, KOTA MEDAN, PROVINSI SUMATERA UTARA","Medan Helvetia, Medan",Rp 511 Juta,Rumah,3,2,1,127 m²,135 m²
TOWNHOUSE JALAN LETDA SUJONO KOMPLEK MENTARI GREENWICH,"Medan Tembung, Medan",Rp 725 Juta,Rumah,,2,,60 m²,135 m²
Rumah Uk 6x21 Dekat Teladan,"Medan Kota, Medan","Rp 1,2 Miliar",Rumah,4,2,1,126 m²,200 m²
Rumah Siap Huni Dekat Stadion Teladan Medan,"Medan Denai, Medan",Rp 750 Juta,Rumah,4,3,,120 m²,120 m²
Dijual Rumah Komplek Asoka Asri Jalan Flamboyan Daerah Ringroad,"Medan Tuntungan, Medan",Rp 530 Juta,Rumah,2,1,1,90 m²,70 m²
TOWNHOUSE JALAN LETDA SUJONO KOMPLEK MENTARI GREENWICH,"Medan Tembung, Medan",Rp 725 Juta,Rumah,,,,54 m²,105 m²
Dijual Rumah Daerah Ringroad Komplek Asoka Asri Jalan Flamboyan,"Medan Tuntungan, Medan",Rp 530 Juta,Rumah,2,1,1,90 m²,70 m²
Villa Graha Metropolitan Cluster Sophie Suite,"Medan Helvetia, Medan",Rp 2 Miliar,Rumah,3,3,1,180 m²,150 m²
TOWNHOUSE JALAN ADI SUCIPTO KOMPLEK CITY VIEW ESTATE,"Medan Polonia, Medan","Rp 9,85 Miliar",Rumah,,,,262 m²,525 m²
Termurah Di Setia Budi Dalam Komplek Hanya 350jt,"Medan Selayang, Medan",Rp 350 Juta,Rumah,2,1,,72 m²,50 m²
Rumah Cantik Siap Huni Daerah Medan Helvetia,"Medan Helvetia, Medan",Rp 575 Juta,Rumah,2,2,1,105 m²,75 m²
Rumah Hadap Utara Uk 7 X 20 Medan Johor,"Medan Johor, Medan",Rp 540 Juta,Rumah,2,1,,140 m²,55 m²
Rumah Mewah Komplek Debang Taman Sari Medan,"Medan Selayang, Medan",Rp 850 Juta,Rumah,4,2,,168 m²,168 m²
Rumah Double Dinding Titikuning Medan Johor,"Medan Johor, Medan",Rp 500 Juta,Rumah,2,1,,94 m²,50 m²
Rumah Mewah Johor Bahru Vizta Medan Johor,"Medan Johor, Medan",Rp 550 Juta,Rumah,3,2,,90 m²,84 m²
"Dijual Rumah Furnished Komplek Brayan City Medan, Medan","Medan Barat, Medan","Rp 2,25 Miliar",Rumah,4,4,1,60 m²,220 m²
Ruko Siap Buka Usaha Tepat Berada Di Jalan Besar Asia,"Medan Area, Medan","Rp 1,5 Miliar Total",Ruko,,2,1,45 m²,198 m²
"Ruko 3,5 Lantai Lokasi STrategis Di Pinggir JAlan Besar Halat","Medan Area, Medan","Rp 1,6 Miliar Total",Ruko,,1,1,80 m²,80 m²
Rumah Include Furniture Jl.Bunga Tanjung Setiabudi Medan,"Medan Selayang, Medan","Rp 1,65 Miliar",Rumah,2,2,,126 m²,100 m²
Rumah Perumnas Helvetia Medan,"Medan Helvetia, Medan",Rp 350 Juta,Rumah,2,1,1,120 m²,120 m²
Rumah Komplek Katalea Jl.Karya Wisata Medan Johor,"Medan Johor, Medan","Rp 1,9 Miliar",Rumah,4,3,1,170 m²,170 m²
"Rumah Tempat Tinggal Daerah Ringroad Medan, Komplek Tasbih 2 Blok 1 no.25","Medan Sunggal, Medan","Rp 1,8 Miliar",Rumah,4,4,,400 m²,200 m²
Rumah Ready Minimalis Jl.Setiabudi,"Medan Selayang, Medan",Rp 480 Juta,Rumah,2,1,1,60 m²,45 m²
Rumah Mewah Dekat Gaperta Ujung Medan Helvetia,"Medan Helvetia, Medan","Rp 1,15 Miliar",Rumah,3,2,1,140 m²,190 m²
"Ruko 4½ Lantai di Sukaramai, Medan Area","Medan Area, Medan","Rp 2,5 Miliar Total",Ruko,,4,,70 m²,70 m²
"Bakti Luhur Ville, daerah Bakti Luhur Kapten Muslim Medan, Harga 500 jt-an","Medan Helvetia, Medan",Rp 550 Juta,Rumah,3,2,,112 m²,112 m²
Rumah Siap Huni Daerah Medan Johor,"Medan Johor, Medan",Rp 395 Juta,Rumah,2,1,,72 m²,54 m²
Rumah Cantik Daerah Lau Dendang - Medan Timur,"Medan Timur, Medan",Rp 400 Juta,Rumah,2,2,,84 m²,50 m²
"Sunshine City daerah Tanjung Morawa, Harga 300 jt-an","Tanjung Morawa, Medan",Rp 390 Juta,Rumah,2,1,,80 m²,45 m²
Rumah Dalam Komplek Mega Greendlan Jl.Sei Mencirim Sunggal Kanan Medan Krio,"Medan Sunggal, Medan",Rp 250 Juta,Rumah,2,1,1,105 m²,70 m²
Rumah Dalam Komplek J City Medan Johor Cluster J Elite,"Medan Johor, Medan","Rp 1,3 Miliar",Rumah,4,3,1,84 m²,125 m²
1 Unit Terakhir Teratai Residence Jl.Pasar 7 Tengah Tembung,"Medan Timur, Medan",Rp 350 Juta,Rumah,2,1,1,48 m²,66 m²
Rumah Siap Huni Jl.Makmur Gg.Dahlia 24 pasar 7 Tembung,"Medan Timur, Medan",Rp 225 Juta,Rumah,2,1,1,75 m²,75 m²
Rumah Jl. Prof HM.Yamin SH no2 Gg.Belimbing,"Medan Barat, Medan",Rp 850 Juta,Rumah,6,4,,190 m²,200 m²
Townhouse Dijual Siap Huni Di Jl Johar Sekip,"Medan Petisah, Medan",Rp 880 Juta,Rumah,,3,1,76 m²,130 m²
Rumah Jl.B Zain Hamid Titi Kuning Gg.Manghis 2 no.6 Medan,"Medan Selayang, Medan",Rp 700 Juta,Rumah,3,2,,90 m²,90 m²
Dijual Ruko SHM 3 Lantai Di Komplek Komplek Sutomo Permata,"Medan Timur, Medan",Rp 825 Juta Total,Ruko,,3,,44 m²,132 m²
"Rumah Baru Eksklusif 3unit/3km Tidur, Lokasi Pd.bulan Rumah di Medan Selayang SHM Bagus","Medan Selayang, Medan",Rp 670 Juta,Rumah,3,2,1,120 m²,70 m²
Rumah Keren Adhinata Private Residence Medan Marelan,"Medan Marelan, Medan",Rp 465 Juta,Rumah,2,2,,84 m²,55 m²
Dijual Rumah Murah Sangat Bagus dan Siap Huni di Medan Marelan,"Medan Marelan, Medan",Rp 235 Juta,Rumah,2,1,1,84 m²,54 m²
Dijual Rumah SHM Di Pinggir Jl Beo Lokasi Sangat Strategis,"Medan Sunggal, Medan",Rp 3 Miliar,Rumah,4,5,,326 m²,430 m²
Ruko gandeng 3½ tingkat kawasan bisnis dan ramai mesan timur,"Medan Timur, Medan","Rp 2,78 Miliar Total",Ruko,,,,180 m²,384 m²
Rumah 1 ½ tingkat gak mahal medan timur,"Medan Timur, Medan",Rp 650 Juta,Rumah,2,2,,72 m²,78 m²
TOWNHOUSE JALAN PUKAT BANTING I GANG SUKA,"Medan Tembung, Medan",Rp 600 Juta,Rumah,3,2,1,56 m²,120 m²
Rumah Katamso Murah Komplek Wellington.,"Medan Kota, Medan",Rp 675 Juta,Rumah,2,2,,67 m²,92 m²
Dijual Rumah Petak Daerah Johor Komplek Kud Residence,"Medan Johor, Medan",Rp 550 Juta,Rumah,2,2,1,104 m²,71 m²
RUMAH JALAN BRIGJEND HAMID GANG SEROJA,"Medan Johor, Medan",Rp 350 Juta,Rumah,2,4,,72 m²,72 m²
TOWNHOUSE JALAN BERSAMA KOMPLEK MANDALA TOWNHOUSE,"Medan Tembung, Medan",Rp 750 Juta,Rumah,3,2,,48 m²,110 m²
Cbd Polonia ruko Gandeng,"Medan Polonia, Medan","Rp 2,85 Miliar Total",Ruko,,6,,128 m²,384 m²
Ruko Gandeng di Gagak Hitam Ringroad,"Medan Sunggal, Medan","Rp 4,8 Miliar Total",Ruko,,2,,248 m²,160 m²
"Villa Hock Lie Mas ,kondisi Siap Huni Bagus SHM","Medan Barat, Medan","Rp 4,3 Miliar",Rumah,4,4,,176 m²,128 m²
DIJUAL VILLA KOMPLEK CITRA GARDEN MANSION GARDEN,"Medan Baru, Medan",Rp 5 Miliar,Rumah,3,6,,160 m²,336 m²
DIJUAL RUMAH JALAN BUNGA HERBA 3 PERUMAHAN GLIASS RESIDENCE,"Medan Selayang, Medan",Rp 600 Juta,Rumah,2,2,,82 m²,80 m²
Jual Villa Baru Komplek Wellington Jalan Suka Budi - Katamso - Juanda - Wr. Supratman - Medan,"Medan Amplas, Medan",Rp 675 Juta,Rumah,2,2,,67 m²,92 m²
Rumah 2 Lantai Di Medan Johor,"Medan Johor, Medan",Rp 600 Juta,Rumah,3,2,1,84 m²,90 m²
Ruko Murah Dearah Thamrin,"Medan Perjuangan, Medan",Rp 550 Juta,Rumah,,,,40 m²,100 m²
Segera Dibangun Rumah 3 Lantai Mewah Harga Merakyat,"Medan Timur, Medan",Rp 858 Juta,Rumah,3,3,1,60 m²,100 m²
Dijual Apartemen Murah Mewah Podomoro City,"Medan Barat, Medan","Rp 1,5 Miliar",Apartemen,2,1,,,56 m²
"Rumah 2lantai Townhouse Komplek, Lokasi Krakatau Ujung, 580jt Nego","Medan Timur, Medan",Rp 580 Juta,Rumah,3,2,,54 m²,70 m²
"KOMPLEK KATAMSO VISTA RUKO 3,5 TINGKAT DEKAT KE PUSAT PERBELANJAAN , SEKOLAH INTERNASIONAL DAN NASIONAL , BANK DAN AKSES YANG DEKATKE TOL AMPLAS","Medan Johor, Medan",Rp 890 Juta Total,Ruko,,2,,64 m²,200 m²
Dijual Rumah Hook Murah Dan Strategis di Kota Medan,"Medan Area, Medan",Rp 380 Juta,Rumah,4,4,1,240 m²,210 m²
"Rumah 2 Lantai Di Ringroad Medan Sunggal, Ada Pos Jaga Security Rumah di Jl. Ringroad, Medan Sunggal SHM","Medan Sunggal, Medan",Rp 885 Juta,Rumah,3,2,1,108 m²,81 m²
Dijual Rumah Petak Baru daerah Cemara Komplek Private Permai,"Medan Timur, Medan",Rp 485 Juta,Rumah,3,1,,60 m²,54 m²
"Dijual Rumah Mewah Murah, Baru Dan Strategis di Medan Amplas","Medan Amplas, Medan",Rp 950 Juta,Rumah,3,2,1,82 m²,71 m²
DIJUAL/DISEWA RUKO JALAN AMAL,"Medan Sunggal, Medan","Rp 1,3 Miliar Total",Ruko,,3,,80 m²,150 m²
Dijual Ruko Gandeng,"Medan Johor, Medan","Rp 2,5 Miliar",Rumah,,,1,136 m²,136 m²
Perumahan cantik berlantai 2 dan Siap Huni,"Medan Petisah, Medan",Rp 2 Miliar,Rumah,4,3,,220 m²,129 m²
Ruko Di Prof.H.M.Yamin medan,"Medan Perjuangan, Medan","Rp 2,5 Miliar",Rumah,,2,,94 m²,80 m²
Dijual Apartemen Podomoro Furnished,"Medan Kota, Medan",Rp 15 Miliar,Apartemen,2,1,,,56 m²
RUMAH TITIPAPAN MEDAN PETISAH,"Medan Petisah, Medan",Rp 4 Miliar,Rumah,4,3,,721 m²,132 m²
DIJUAL RUMAH JALAN ASRAMA KOMPLEK BUMI ASRI,"Medan Sunggal, Medan",Rp 2 Miliar,Rumah,3,3,,160 m²,250 m²
DIJUAL RUMAH JALAN ASRAMA KOMPLEK BUMI ASRI,"Medan Sunggal, Medan",Rp 2 Miliar,Rumah,3,3,,160 m²,250 m²
Komplek Wellington Inti Kota Medan Segera Di Bangun...,"Medan Maimun, Medan",Rp 775 Juta,Rumah,3,2,1,92 m²,98 m²
"Rumah Sangat Luas, Murah dan Siap Huni di Medan","Medan Perjuangan, Medan","Rp 1,6 Miliar",Rumah,6,3,2,371 m²,540 m²
Ruko Bisnis Jl.marelan Raya Pasar Ii,"Marelan, Medan","Rp 1,7 Miliar",Ruko,,3,,104 m²,190 m²
Siap Huni Dekat Mesjid Lokasi Johor,"Medan Johor, Medan",Rp 395 Juta,Rumah,,,,105 m²,50 m²
Ruko Jln. Brigjend Katamso Depan Singapore Station,"Medan Maimun, Medan","Rp 1,6 Miliar Total",Ruko,,3,,60 m²,188 m²
Komplek Tasbih 2 Ringroad,"Medan Sunggal, Medan","Rp 2,2 Miliar",Rumah,4,4,,280 m²,300 m²
Ruko Jalan Tuasan Murah & Sudut Cocok Usaha & Perkantoran,"Medan Tembung, Medan","Rp 2,1 Miliar Total",Ruko,,3,,88 m²,200 m²
Hanya 395jt Gatot Subroto Medan Helvetia,"Medan Helvetia, Medan",Rp 395 Juta,Rumah,3,1,,55 m²,60 m²
Hunian 1 Lantai Dijual Lokasi Strategis Di Medan Johor,"Medan Johor, Medan",Rp 480 Juta,Rumah,2,2,1,98 m²,50 m²
Hanya 395jt Medan Sunggal,"Medan Sunggal, Medan",Rp 395 Juta,Rumah,2,1,,84 m²,50 m²
Siap Huni Dalam Komplek Posisi Hook Dekat Kampus Usu,"Medan Selayang, Medan","Rp 1,5 Miliar",Rumah,5,3,,119 m²,155 m²
Rumah Padang Bulan Hanya 495jt Dekat Usu,"Medan Selayang, Medan",Rp 495 Juta,Rumah,2,1,,96 m²,50 m²
Hunian 2 Lantai Dekat Usu Setia Budi,"Medan Selayang, Medan",Rp 695 Juta,Rumah,3,2,,66 m²,80 m²
Disewakan Rumah Bagus daerah Medan Tembung,"Medan Tembung, Medan",Rp 930 Juta,Rumah,2,3,1,43 m²,75 m²
RUMAH JALAN BERSAMA,"Medan Tembung, Medan",Rp 330 Juta,Rumah,2,1,,84 m²,84 m²
Dijual Cepat Rumah Bagus 2 Lantai Siap Huni,"Medan Selayang, Medan",Rp 750 Juta,Rumah,3,3,1,81 m²,90 m²
Rumah Baru 1lantai Promo Cash 475jt. Lokasi Dkt Manhatan Mall,"Medan Sunggal, Medan",Rp 525 Juta,Rumah,2,1,1,96 m²,50 m²
RUKO JALAN ASIA KOMPLEK ASIA MEGA MAS,"Medan Area, Medan",Rp 2 Miliar Total,Ruko,,4,,60 m²,240 m²
RUKO JALAN KAPTEN MUSLIM KOMPLEK MEGACOM,"Medan Helvetia, Medan",Rp 2 Miliar Total,Ruko,,4,,80 m²,280 m²
RUMAH JALAN AR HAKIM GANG BELIMBING,"Medan Tembung, Medan",Rp 245 Juta,Rumah,3,2,,50 m²,100 m²
APARTEMEN JALAN RINGROAD APARTEMEN PRINCETON BOUTIQUE LIVING,"Medan Sunggal, Medan","Rp 1,35 Juta",Apartemen,1,1,,,69 m²
APARTEMEN JALAN RINGROAD APARTEMEN PRINCETON BOUTIQUE LIVING,"Medan Sunggal, Medan","Rp 1,35 Juta",Apartemen,2,1,,,62 m²
Dijual Rumah Cantik dalam Komplek daerah Setia budi,"Medan Baru, Medan","Rp 1,3 Miliar",Rumah,3,3,1,90 m²,125 m²
Dijual Rumah Cantik dalam Komplek daerah Selayang,"Medan Selayang, Medan",Rp 895 Juta,Rumah,3,3,1,75 m²,100 m²
Rumah Strategis dan Bebas Banjir di  Sei Bahorok,"Medan Baru, Medan",Rp 6 Miliar,Rumah,5,3,,471 m²,306 m²
Rumah Bergaya Minimalist Modern Di Medan Johor.,"Medan Johor, Medan","Rp 1,1 Miliar",Rumah,3,2,1,160 m²,192 m²
Villa Cemara Asri Jalan Semangka ( Hadap Barat ),"Medan Deli, Medan","Rp 2,3 Miliar",Rumah,3,2,,90 m²,60 m²
Ruko Krakatau Multi Centre Ramai bangettt,"Medan Timur, Medan","Rp 5,5 Miliar Total",Ruko,,4,,150 m²,600 m²
DIJUAL RUMAH JALAN GATOT SUBROTO KOMPLEK MAKRO PERMAI,"Medan Sunggal, Medan",Rp 650 Juta,Rumah,2,2,,80 m²,180 m²
DIJUAL RUMAH JALAN PUSKESMAS 1,"Medan Sunggal, Medan","Rp 3,15 Miliar",Rumah,6,5,,690 m²,480 m²
DIJUAL RUKO GANDENG JALAN PDAM TIRTANADI,"Medan Sunggal, Medan","Rp 1,5 Miliar Total",Ruko,,2,,124 m²,310 m²
Dijual Ruko New Launching District 8 Scbd Di Jalan Besar Sunggal,"Medan Sunggal, Medan","Rp 1,75 Miliar",Ruko,,,,64 m²,206 m²
Dijual Termurah Rumah Di Daerah Katamso Gang Kopi,"Medan Maimun, Medan",Rp 425 Juta,Rumah,4,2,1,68 m²,120 m²
Dijual Murah Rumah Siap Huni Jalan Katamso Gang Kopi,"Medan Maimun, Medan",Rp 425 Juta,Rumah,4,2,1,68 m²,60 m²
Dijual Rumah Jalan Katamso Gang Kopi Daerah Sakti Lubis,"Medan Maimun, Medan",Rp 425 Juta,Rumah,4,2,1,68 m²,60 m²
Rumah 3 Lantai Di Komplek Hocklie Mas,"Medan Barat, Medan","Rp 4,3 Miliar",Rumah,5,4,1,168 m²,132 m²
Rumah Cantik - Setia -  Tanjung Rejo - Medan,"Medan Kota, Medan","Rp 3,5 Miliar",Rumah,4,2,,464 m²,208 m²
Villa Lux Dijual di Taman Anggrek Jl Amir Hamzah,"Medan Barat, Medan","Rp 11,5 Miliar",Rumah,6,8,,248 m²,598 m²
Villa Mewah di jual FULL Furnished,"Medan Baru, Medan",Rp 10 Miliar,Rumah,5,6,1,336 m²,472 m²
"New Setiabudi Vista Promo Cash 398 Juta di Jl. Lizardi Putra no 8, Simpang Selayang, Medan Tuntungan, Kota Medan, Sumatera Utara, Indonesia, 20135, Medan Tuntungan","Medan Tuntungan, Medan",Rp 398 Juta,Rumah,2,1,1,72 m²,50 m²
Villa Citraland Helvetia Lebar 8 Meter Type Alessandria,"Medan Helvetia, Medan","Rp 3,25 Miliar",Rumah,3,2,2,144 m²,105 m²
"ruko,tempat usaha, catering,produksi atau rumah tinggal,dijual rumah tempat aman dan nyaman","Medan Area, Medan",Rp 570 Juta,Rumah,2,2,,170 m²,170 m²
RUKO GANDENG GRAHA METROPOLITAN BLOK G,"Medan Sunggal, Medan","Rp 2,5 Miliar Total",Ruko,,1,,240 m²,320 m²
RUKO GANDENG MEDAN SELAYANG,"Medan Selayang, Medan",Rp 5 Miliar Total,Ruko,,5,,248 m²,500 m²
Rumah Baru Komplek Kanvaz Jalan Lama Simpang Mie Gacoan Krakatau,"Medan Timur, Medan",Rp 560 Juta,Rumah,2,2,1,40 m²,84 m²
Ruko Strategis Yang Sedang Beroperasi,"Medan Selayang, Medan",Rp 8 Miliar,Ruko,,2,,525 m²,350 m²
"Ruko Gandeng. Jl. Brigjend Katamso, Juanda.Komplek Full Furnished","Medan Maimun, Medan",Rp 4 Miliar,Ruko,,4,,128 m²,384 m²
RUMAH MEWAH BUKIT HIJAU REGENCY MEDAN,"Medan Selayang, Medan",Rp 26 Miliar,Rumah,5,5,,2330 m²,2000 m²
Jual Rumah Mewah di Kota Medan dengan Lingkungan Premium Siap Huni,"Medan Kota, Medan","Rp 2,8 Miliar",Rumah,5,4,2,217 m²,300 m²
Jual Cepat 2br Baru Podomoro City Deli Medan Fully Furnished,"Medan Barat, Medan",Rp 5 Miliar,Apartemen,2,2,,,101 m²
KOMPLEK CENTRIUM LIFESTYLE KATAMSO,"Medan Maimun, Medan",Rp 3 Miliar Total,Ruko,,,,60 m²,
Luxury The Bliss Condominium Medan Kota,"Medan Kota, Medan",Rp 8 Miliar,Apartemen,4,5,,,300 m²
Komplek Adam Malik River Side,"Medan Barat, Medan","Rp 1,68 Miliar",Rumah,,,,83 m²,207 m²
Komplek The Montana,"Medan Tembung, Medan",Rp 800 Juta,Rumah,,1,,60 m²,100 m²
Dijual Rumah Siap Huni Di Jl Ampera 1 Harga Dibawah 1M,"Medan Helvetia, Medan",Rp 550 Juta,Rumah,3,2,,94 m²,64 m²
Dijual Rumah Siap Huni Di Jl Mustafa - Krakatau,"Medan Timur, Medan",Rp 3 Miliar,Rumah,3,2,,189 m²,283 m²
Rumah Komplek Givency One Tahap 1 Type Chelsea,"Medan Helvetia, Medan","Rp 1,1 Miliar",Ruko,,3,,90 m²,137 m²
Rumah Luas Siap Huni Daerah Elite,"Medan Maimun, Medan",Rp 25 Miliar,Rumah,4,3,,700 m²,400 m²
ruko 3 1/2 tingkat jalan sewindu,"Medan Petisah, Medan",Rp 1 Miliar Total,Ruko,,2,,72 m²,171 m²
Rumah jalan HM yamin,"Medan Perjuangan, Medan","Rp 2,5 Miliar",Rumah,6,3,,155 m²,155 m²
ruko jalan Indra Kasih,"Medan Tembung, Medan",Rp 728 Juta Total,Ruko,,2,,57 m²,115 m²
"Karya Ville Residence jl Eka Surya, Medan Johor","Medan Johor, Medan",Rp 890 Juta,Rumah,3,2,,90 m²,90 m²
Ruko Jcity Square,"Medan Johor, Medan","Rp 1,5 Miliar",Ruko,,3,,64 m²,192 m²
